model_name,checkpoint_stage,eval_stage,stage_relation,overall_score,num_examples,invalid_json_count,invalid_json_rate,split_type,source_file
Qwen3.5-9B,5,1,old,0.095140,944,13,0.013771,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,2,old,0.139283,936,11,0.011752,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,3,old,0.146453,951,10,0.010515,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,4,old,0.146523,961,13,0.013528,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,5,current,0.159580,949,8,0.008430,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,1,old,0.098557,944,3,0.003178,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,2,old,0.142372,936,1,0.001068,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,3,old,0.139192,951,3,0.003155,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,4,old,0.161506,961,2,0.002081,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,5,old,0.139301,949,3,0.003161,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,6,current,0.165595,942,3,0.003185,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_06_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,1,old,0.108123,944,2,0.002119,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,2,old,0.123833,936,2,0.002137,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,3,old,0.127616,951,3,0.003155,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,4,old,0.147171,961,4,0.004162,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,5,old,0.127837,949,2,0.002107,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,6,old,0.129042,942,0,0.000000,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_06_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,7,current,0.197769,965,2,0.002073,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_07_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,1,old,0.104609,944,1,0.001059,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,2,old,0.119162,936,2,0.002137,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,3,old,0.131922,951,5,0.005258,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,4,old,0.119691,961,5,0.005203,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,5,old,0.127832,949,0,0.000000,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,6,old,0.129443,942,4,0.004246,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_06_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,7,old,0.142748,965,5,0.005181,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_07_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,8,current,0.185037,935,7,0.007487,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_08_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,1,old,0.101961,944,5,0.005297,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,2,old,0.124966,936,3,0.003205,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,3,old,0.134097,951,7,0.007361,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,4,old,0.132441,961,9,0.009365,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,5,old,0.132692,949,5,0.005269,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,6,old,0.121429,942,7,0.007431,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_06_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,7,old,0.149113,965,9,0.009326,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_07_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,8,old,0.141276,935,8,0.008556,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_08_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,9,current,0.161714,935,4,0.004278,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_09_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,1,old,0.101729,944,2,0.002119,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,2,old,0.099353,936,6,0.006410,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,3,old,0.129097,951,6,0.006309,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,4,old,0.123448,961,5,0.005203,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_04_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,5,old,0.125765,949,7,0.007376,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_05_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,6,old,0.120773,942,5,0.005308,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_06_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,7,old,0.123446,965,7,0.007254,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_07_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,8,old,0.122944,935,7,0.007487,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_08_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,9,old,0.131933,935,6,0.006417,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_09_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,10,current,0.190567,947,7,0.007392,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_10_seen_qwen35_nothink_mimo/scores.json
