data_role,metric_group,task_type,model_name,checkpoint_stage,eval_stage,value,split_type,definition_note
heatmap_matrix,ES,ES,Qwen3.5-9B,5,3,0.020000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,4,0.037037,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,4,0.018519,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,4,0.046296,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,4,0.018519,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,4,0.027778,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,4,0.009259,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,4,0.009259,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,6,0.009804,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,6,0.019608,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,6,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,6,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,6,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,7,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,7,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,7,0.031250,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,7,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,8,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,8,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,8,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,9,0.009259,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,9,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen3.5-9B,10,10,0.028846,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,1,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,1,0.020833,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,1,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,1,0.020833,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,1,0.020833,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,1,0.031250,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,1,0.031250,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,1,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,2,0.009615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,2,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,2,0.009615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,2,0.009615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,2,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,2,0.009615,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,2,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,2,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,2,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,3,0.020000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,4,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,4,0.009259,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,4,0.018519,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,4,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,4,0.018519,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,4,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,4,0.037037,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,5,0.010000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,6,0.049020,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,6,0.019608,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,6,0.019608,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,6,0.009804,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,6,0.039216,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,7,0.020833,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,7,0.031250,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,7,0.010417,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,7,0.020833,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,8,0.010204,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,8,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,8,0.010204,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,9,0.018519,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,9,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,ES,ES,Qwen2.5-7B-1M,10,10,0.019231,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,1,1,0.048780,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,2,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,3,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,4,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,5,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,6,1,0.048780,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,7,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,8,1,0.024390,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,9,1,0.048780,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,10,1,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,2,2,0.113636,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,3,2,0.068182,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,4,2,0.136364,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,5,2,0.090909,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,6,2,0.090909,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,7,2,0.068182,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,8,2,0.068182,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,9,2,0.113636,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,10,2,0.068182,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,3,3,0.055556,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,4,3,0.027778,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,5,3,0.055556,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,6,3,0.055556,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,7,3,0.027778,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,8,3,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,9,3,0.055556,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,10,3,0.027778,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,4,4,0.135135,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,5,4,0.054054,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,6,4,0.081081,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,7,4,0.108108,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,8,4,0.108108,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,9,4,0.027027,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,10,4,0.081081,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,5,5,0.102564,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,6,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,7,5,0.000000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,8,5,0.051282,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,TR,TR,GLM-4-9B-1M,9,5,0.051282,held_out_character,raw stage-by-checkpoint score; masked when c<s
